source,page_name,page_route,action_name,original_status,review_root_cause,current_disposition,evidence,blocked_scope
fat-admin-explicit-navigation-actions.json,Bet Management,/payment/betting-slip/list,ALL,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-navigation-actions.json,Friend Invite,/operations/friend-invite,Basic Reward,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-navigation-actions.json,Friend Invite,/operations/friend-invite,Milestone,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-navigation-actions.json,Friend Invite,/operations/friend-invite,Commission,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,Logs,/logs/list,Export,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,Member,/member-center/list,Batch query,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,Member,/member-center/list,Export,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,VIP Config,/member-management/vip-config,System Overview,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,VIP Rewards,/member-management/vip-rewards,Search,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
fat-admin-explicit-read-actions.json,VIP Rewards,/member-management/vip-rewards,Reset,SKIPPED_NOT_ACTIONABLE,STRICT_LOCATOR_PROBLEM,TARGETED_UI_RETRY_REQUIRED,first-pass explicit-action execution; page belongs to the 57-route live menu set,selector/context or current option visibility; no interface request proved
